Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Churn
EE96187,Oregon,7109.341438,Extended,High School or Below,Employed,F,92423,Urban,Married,88,5,79,0,6,Personal Auto,Branch,404.243868,Four-Door Car,Medsize,False
FJ31683,Washington,2842.822337,Basic,Doctor,Employed,F,43793,Rural,Married,71,8,31,0,1,Personal Auto,Agent,16.150175,Four-Door Car,Medsize,False
ON90223,Washington,12846.4477,Basic,College,Employed,M,93210,Suburban,Married,107,6,9,2,2,Personal Auto,Agent,513.6,SUV,Small,False
SC70396,Oregon,3498.773857,Extended,Bachelor,Employed,M,58484,Rural,Divorced,88,15,65,1,1,Personal Auto,Web,43.542559,Two-Door Car,Medsize,False
WF44706,Oregon,6005.214792,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Agent,364.8,Four-Door Car,Medsize,False
CF15252,Arizona,4344.524462,Basic,Bachelor,Employed,F,48054,Suburban,Married,109,2,64,0,1,Personal Auto,Call Center,523.2,SUV,Medsize,False
DG51590,Arizona,25401.51859,Extended,Bachelor,Employed,F,36800,Urban,Single,91,20,18,0,2,Personal Auto,Agent,236.63519,Two-Door Car,Medsize,False
LE12782,Arizona,4466.977478,Basic,College,Employed,M,28663,Suburban,Married,61,15,8,4,7,Personal Auto,Agent,292.8,Four-Door Car,Medsize,False
LD98568,California,7849.125533,Extended,College,Employed,F,54431,Urban,Married,97,19,62,0,3,Personal Auto,Agent,284.49502,Four-Door Car,Medsize,False
WX92363,Washington,4250.775183,Basic,Bachelor,Employed,F,27608,Urban,Divorced,108,30,89,0,1,Personal Auto,Branch,308.953614,SUV,Medsize,False
KX57885,California,6073.241952,Extended,Bachelor,Retired,M,22103,Suburban,Divorced,89,4,74,1,3,Personal Auto,Call Center,427.2,Four-Door Car,Medsize,False
XI30683,Arizona,6729.867925,Basic,College,Unemployed,M,0,Suburban,Single,103,13,20,0,9,Personal Auto,Branch,741.6,SUV,Medsize,True
TM13510,Arizona,2588.860221,Basic,Doctor,Employed,M,46168,Suburban,Married,65,1,7,0,1,Personal Auto,Agent,312,Four-Door Car,Medsize,False
LU95652,Oregon,7305.936433,Extended,College,Employed,M,83221,Rural,Married,91,21,63,0,3,Personal Auto,Web,14.386157,Four-Door Car,Medsize,False
OD45969,California,8531.401125,Premium,Bachelor,Employed,M,98677,Rural,Married,105,3,40,0,9,Personal Auto,Branch,108.025547,Four-Door Car,Large,False
MU96709,California,8618.295865,Basic,High School or Below,Employed,F,46379,Suburban,Single,72,11,57,0,2,Corporate Auto,Call Center,345.6,Four-Door Car,Large,False
KX55910,Oregon,4957.033603,Basic,College,Employed,F,62803,Suburban,Married,62,16,12,0,5,Personal Auto,Web,400.959425,Two-Door Car,Small,False
KE10223,California,12255.12414,Premium,Bachelor,Unemployed,M,0,Suburban,Single,177,0,6,0,7,Personal Auto,Branch,1274.4,SUV,Medsize,True
QS29824,Nevada,9624.938903,Extended,College,Unemployed,M,0,Suburban,Single,134,26,88,0,4,Personal Auto,Agent,964.8,SUV,Medsize,False
OF12725,California,7080.131872,Extended,Bachelor,Disabled,F,28139,Suburban,Married,97,31,65,2,3,Personal Auto,Branch,465.6,Four-Door Car,Medsize,False
WE52840,Arizona,7053.302737,Extended,College,Employed,F,52982,Rural,Divorced,89,8,54,0,3,Corporate Auto,Call Center,31.356274,Four-Door Car,Medsize,False
OJ65117,Oregon,5365.54161,Basic,Bachelor,Employed,F,77095,Suburban,Divorced,68,22,59,1,4,Personal Auto,Agent,461.841879,Four-Door Car,Small,False
FC52000,Oregon,4306.55935,Basic,College,Employed,F,26322,Rural,Married,111,8,94,2,1,Corporate Auto,Branch,180.346146,SUV,Medsize,False
IN57582,California,5970.816921,Extended,College,Medical Leave,F,25125,Suburban,Single,81,12,91,1,3,Corporate Auto,Agent,583.2,Four-Door Car,Medsize,False
UY13430,Oregon,8879.790017,Basic,High School or Below,Employed,F,52583,Urban,Single,113,12,59,0,7,Special Auto,Agent,528.20086,SUV,Small,False
PD66941,Arizona,4458.113369,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Agent,312,Four-Door Car,Medsize,False
IB36843,California,5565.892477,Basic,Master,Employed,M,90607,Urban,Single,70,8,89,0,3,Personal Auto,Web,311.514116,Four-Door Car,Medsize,False
VE51810,Arizona,5813.242121,Basic,Bachelor,Employed,M,42795,Suburban,Married,73,2,38,0,4,Personal Auto,Branch,350.4,Four-Door Car,Large,False
RX50446,Arizona,8365.963454,Premium,High School or Below,Disabled,F,27042,Suburban,Divorced,110,17,3,0,7,Personal Auto,Branch,1263.325007,Four-Door Car,Medsize,True
TK22471,Oregon,7275.921106,Basic,College,Employed,M,27984,Suburban,Married,62,7,51,1,2,Personal Auto,Call Center,445.361629,Four-Door Car,Medsize,False
YR85283,Nevada,15083.78498,Extended,High School or Below,Employed,F,26021,Urban,Married,126,6,32,0,2,Personal Auto,Agent,331.847478,SUV,Small,False
WH83589,Arizona,8458.912476,Basic,High School or Below,Disabled,F,25448,Suburban,Married,71,11,59,0,2,Personal Auto,Web,345.022359,Four-Door Car,Medsize,False
NM40177,California,8010.968982,Basic,Bachelor,Employed,M,52009,Urban,Married,68,20,29,0,2,Personal Auto,Agent,250.416569,Four-Door Car,Medsize,False
UV44069,Oregon,2514.428561,Basic,High School or Below,Medical Leave,F,23504,Suburban,Single,69,19,56,0,1,Corporate Auto,Agent,374.399828,Two-Door Car,Small,False
CO25601,Washington,4112.625047,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,16,90,3,9,Personal Auto,Agent,569.761582,Four-Door Car,Medsize,True
IS58493,Oregon,4369.697742,Basic,Master,Employed,M,40774,Urban,Married,110,28,59,1,1,Personal Auto,Agent,394.968488,Sports Car,Medsize,True
YF54705,Nevada,7356.010439,Extended,College,Employed,M,36812,Urban,Married,92,23,98,1,4,Personal Auto,Branch,392.695097,Two-Door Car,Medsize,False
ES66762,Oregon,10656.88195,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Call Center,631.743039,Two-Door Car,Medsize,False
CX85598,Arizona,5365.975978,Basic,Bachelor,Employed,M,51240,Urban,Single,70,0,37,2,5,Personal Auto,Branch,283.849464,Four-Door Car,Medsize,False
QF74806,California,6047.02516,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Branch,364.8,Four-Door Car,Medsize,False
LO17461,Arizona,2885.742441,Basic,High School or Below,Employed,F,35654,Suburban,Married,72,17,19,0,1,Personal Auto,Branch,515.122954,Two-Door Car,Small,False
KW95891,Oregon,2635.148447,Basic,High School or Below,Employed,F,93884,Suburban,Married,65,7,10,0,1,Personal Auto,Branch,312,Four-Door Car,Small,False
YR45605,Oregon,2413.888405,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,6,35,0,1,Personal Auto,Web,379.209349,Four-Door Car,Medsize,True
OW83209,Nevada,8341.929905,Basic,Bachelor,Employed,M,30344,Urban,Divorced,107,29,79,0,9,Personal Auto,Branch,342.832065,SUV,Medsize,False
AT86990,Arizona,2487.256248,Basic,Bachelor,Employed,F,28738,Rural,Divorced,62,2,95,0,1,Personal Auto,Agent,81.609951,Two-Door Car,Medsize,False
CW80905,Nevada,9212.613275,Basic,High School or Below,Employed,M,70958,Rural,Married,115,1,57,0,7,Personal Auto,Agent,115.400119,Sports Car,Medsize,False
TK65222,California,16407.66461,Premium,Bachelor,Employed,M,22103,Rural,Single,109,16,31,0,2,Personal Auto,Agent,160.338007,Four-Door Car,Large,False
FQ89652,Oregon,7017.145586,Basic,College,Unemployed,F,0,Suburban,Single,103,29,91,0,6,Special Auto,Agent,741.6,SUV,Medsize,False
PH70685,California,5481.502923,Basic,Bachelor,Employed,F,70795,Urban,Married,68,10,95,0,4,Corporate Auto,Call Center,177.948654,Four-Door Car,Medsize,False
AP34711,Arizona,10382.38098,Extended,Master,Employed,F,32821,Rural,Married,129,35,40,0,4,Personal Auto,Branch,25.89566,SUV,Large,False
AZ31562,Arizona,5498.940679,Basic,College,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Branch,350.4,Four-Door Car,Medsize,False
VU87728,Nevada,4846.322223,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,31,75,0,9,Personal Auto,Agent,518.4,Four-Door Car,Medsize,True
XX34879,Oregon,14718.11779,Extended,College,Employed,M,56263,Suburban,Married,93,27,31,0,2,Corporate Auto,Agent,446.4,Four-Door Car,Medsize,False
GG91020,Nevada,9656.759549,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,17,52,0,2,Personal Auto,Agent,345.6,Four-Door Car,Medsize,True
RO58812,California,4466.101762,Basic,College,Unemployed,M,0,Suburban,Single,64,25,33,0,5,Personal Auto,Call Center,307.2,Four-Door Car,Medsize,False
GU29647,Oregon,21423.63723,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Agent,312,Two-Door Car,Medsize,True
QF66202,Nevada,2531.73969,Basic,College,Employed,M,31993,Rural,Divorced,66,14,4,1,1,Personal Auto,Branch,39.627399,Four-Door Car,Medsize,False
GB44176,Arizona,8378.357502,Premium,College,Employed,M,40994,Rural,Married,106,8,94,0,8,Personal Auto,Agent,60.227339,Four-Door Car,Medsize,False
RH70194,Nevada,5093.007525,Basic,Bachelor,Employed,M,29638,Suburban,Married,64,19,16,0,8,Personal Auto,Branch,307.2,Four-Door Car,Medsize,False
TL40288,Oregon,13352.56134,Premium,College,Unemployed,F,0,Suburban,Married,119,18,65,0,2,Personal Auto,Agent,729.595208,Four-Door Car,Medsize,True
VZ70667,Oregon,14206.98091,Basic,College,Disabled,F,26056,Suburban,Married,73,17,73,0,2,Personal Auto,Branch,355.558088,Four-Door Car,Medsize,False
GK21260,Oregon,10232.85415,Extended,Doctor,Medical Leave,F,22821,Suburban,Married,131,26,99,0,3,Personal Auto,Call Center,740.05751,SUV,Medsize,False
GS92994,Washington,15435.68882,Extended,College,Employed,F,84581,Rural,Married,96,25,50,0,2,Personal Auto,Web,4.334425,Four-Door Car,Large,False
KI91500,California,8641.046574,Basic,High School or Below,Medical Leave,F,22193,Suburban,Married,74,13,74,0,2,Personal Auto,Branch,415.535724,Two-Door Car,Small,False
TL51969,Washington,7334.915821,Basic,Bachelor,Employed,M,30969,Suburban,Divorced,63,26,79,1,2,Personal Auto,Call Center,358.225234,Two-Door Car,Small,False
NR16284,California,7462.926263,Extended,College,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Call Center,7.345946,Two-Door Car,Small,False
MA68039,California,3635.028312,Extended,High School or Below,Employed,M,35056,Suburban,Married,96,12,52,3,1,Personal Auto,Call Center,460.8,Two-Door Car,Medsize,False
ZI51939,Oregon,5525.836623,Basic,College,Employed,M,73435,Suburban,Married,69,9,25,0,4,Corporate Auto,Branch,331.2,Two-Door Car,Small,False
NX93393,Oregon,4335.353131,Premium,High School or Below,Employed,M,86096,Suburban,Married,108,30,1,0,1,Corporate Auto,Call Center,518.4,Two-Door Car,Large,False
SE30128,California,4832.117309,Extended,High School or Below,Unemployed,M,0,Suburban,Single,139,6,9,0,1,Personal Auto,Call Center,1000.8,SUV,Medsize,True
VT78222,Oregon,9267.920019,Basic,Master,Employed,M,55808,Urban,Married,116,31,4,0,7,Personal Auto,Call Center,551.413755,SUV,Small,False
AH17051,California,14700.49784,Extended,Bachelor,Employed,M,29695,Suburban,Married,94,34,66,0,2,Personal Auto,Branch,554.143798,Four-Door Car,Medsize,False
NC76877,California,4905.127076,Basic,Bachelor,Employed,F,88043,Urban,Married,61,2,43,0,3,Corporate Auto,Web,188.717606,Four-Door Car,Small,False
JD71348,California,7289.297853,Extended,College,Employed,M,60875,Urban,Married,92,0,84,0,3,Personal Auto,Branch,410.846025,Four-Door Car,Medsize,False
DR88293,Arizona,8478.824155,Extended,Bachelor,Unemployed,M,0,Rural,Married,77,25,48,0,2,Personal Auto,Branch,12.603783,Four-Door Car,Medsize,True
ZB23962,Oregon,7952.836873,Basic,High School or Below,Unemployed,M,0,Suburban,Single,118,0,67,0,8,Personal Auto,Call Center,849.6,SUV,Medsize,True
JO90877,Washington,2869.997625,Basic,Bachelor,Employed,F,70974,Suburban,Married,71,15,0,0,1,Personal Auto,Agent,340.8,Four-Door Car,Large,False
IR45546,Oregon,10529.84867,Extended,Bachelor,Employed,F,37518,Urban,Married,131,35,91,0,6,Special Auto,Branch,472.850932,Sports Car,Medsize,False
LO99872,Oregon,5497.659883,Basic,College,Employed,M,28128,Suburban,Married,70,6,52,0,4,Personal Auto,Agent,336,Two-Door Car,Medsize,False
CW16221,Oregon,7090.468528,Extended,Bachelor,Employed,F,45254,Suburban,Divorced,93,4,25,3,4,Corporate Auto,Web,446.4,Four-Door Car,Medsize,False
UU92753,Oregon,26416.25478,Basic,Doctor,Employed,F,85537,Urban,Married,108,4,91,0,2,Personal Auto,Call Center,285.276083,SUV,Medsize,False
WH63678,Oregon,2727.682464,Basic,Master,Employed,M,74608,Suburban,Married,68,11,4,1,1,Corporate Auto,Web,407.68374,Four-Door Car,Medsize,False
TE31876,California,11814.53241,Basic,High School or Below,Employed,F,41004,Suburban,Married,102,15,26,3,2,Personal Auto,Call Center,489.6,Sports Car,Large,False
MU59158,Arizona,4090.750678,Premium,Master,Employed,F,38884,Urban,Married,102,4,87,0,1,Personal Auto,Branch,423.819864,Two-Door Car,Medsize,False
LV57595,California,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Corporate Auto,Agent,307.2,Four-Door Car,Small,False
GY99495,Oregon,6172.392406,Extended,Master,Unemployed,M,0,Suburban,Divorced,84,6,93,0,7,Corporate Auto,Web,403.2,Four-Door Car,Medsize,True
FN67085,California,2487.358049,Basic,College,Employed,M,22331,Rural,Divorced,64,11,12,0,1,Corporate Auto,Web,61.20919,Four-Door Car,Medsize,False
US82470,Arizona,13094.2046,Basic,Bachelor,Employed,M,37541,Rural,Married,109,10,31,0,2,Corporate Auto,Branch,96.212835,SUV,Large,False
UN53508,Oregon,4688.459288,Basic,Bachelor,Disabled,F,27357,Suburban,Married,61,19,48,0,5,Corporate Auto,Web,292.8,Four-Door Car,Small,False
FK37308,Oregon,2703.466256,Basic,Doctor,Unemployed,F,0,Rural,Married,72,19,48,0,1,Corporate Auto,Call Center,41.927219,Two-Door Car,Medsize,True
EW34780,California,11315.20373,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Personal Auto,Agent,484.8,Four-Door Car,Medsize,False
HG97353,Oregon,8679.838135,Premium,Bachelor,Employed,F,52717,Rural,Married,109,5,60,0,8,Corporate Auto,Agent,60.151529,Four-Door Car,Medsize,False
FM31768,Arizona,5979.724161,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Agent,547.2,Four-Door Car,Medsize,False
DO18118,Oregon,10996.71336,Basic,High School or Below,Unemployed,F,0,Suburban,Single,104,29,73,0,2,Personal Auto,Branch,748.8,SUV,Medsize,True
BC31913,Arizona,11718.41696,Basic,Bachelor,Employed,F,73903,Suburban,Married,73,30,39,0,2,Corporate Auto,Web,439.361029,Four-Door Car,Small,False
HB29169,Washington,42462.96794,Premium,Bachelor,Unemployed,F,0,Suburban,Married,281,16,92,1,2,Personal Auto,Branch,1499.806352,Luxury SUV,Medsize,True
KO86181,Oregon,6941.872931,Basic,College,Unemployed,F,0,Suburban,Single,111,3,73,3,6,Personal Auto,Agent,532.8,SUV,Small,False
NT38409,California,2551.314013,Basic,College,Employed,M,79452,Urban,Single,65,33,75,0,1,Corporate Auto,Call Center,187.683707,Four-Door Car,Medsize,False
IP77666,Nevada,10656.88195,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Call Center,631.743039,Two-Door Car,Medsize,False
KL80110,Arizona,9333.333631,Basic,College,Employed,F,89513,Rural,Married,116,5,12,0,6,Personal Auto,Branch,232.945977,SUV,Medsize,False
KR35099,Washington,7507.455372,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Agent,231.201886,Two-Door Car,Medsize,False
YP41539,Oregon,5320.081159,Basic,High School or Below,Employed,F,88669,Urban,Married,66,9,18,1,4,Personal Auto,Call Center,213.574473,Four-Door Car,Medsize,False
MM10866,California,8609.158215,Basic,Bachelor,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Branch,289.040734,SUV,Medsize,False
WD88264,Washington,12298.6863,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate Auto,Call Center,542.4,SUV,Medsize,True
XN18885,Oregon,7285.030983,Basic,High School or Below,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Agent,386.031248,Four-Door Car,Small,False
VB94165,Nevada,6714.070698,Extended,Master,Unemployed,M,0,Suburban,Married,93,8,42,1,3,Special Auto,Agent,604.270179,Two-Door Car,Small,True
FG71665,Arizona,2810.464447,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Agent,340.8,Two-Door Car,Medsize,False
IV98398,California,15320.37177,Extended,Bachelor,Employed,M,81955,Suburban,Married,126,3,21,0,2,Corporate Auto,Web,720.054248,SUV,Medsize,True
YN39714,Oregon,8488.561363,Basic,High School or Below,Employed,F,80213,Suburban,Married,70,12,17,0,2,Personal Auto,Branch,440.268527,Two-Door Car,Medsize,False
WL92199,Arizona,2379.195759,Basic,Doctor,Unemployed,M,0,Rural,Divorced,66,3,21,0,1,Personal Auto,Call Center,90.989464,Four-Door Car,Medsize,False
KC36987,Oregon,13334.26763,Premium,Bachelor,Employed,M,47950,Urban,Married,170,23,86,1,8,Personal Auto,Branch,780.990942,SUV,Medsize,False
JW24212,Oregon,3123.080994,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Agent,960.115399,SUV,Large,False
OG57342,Washington,2382.706153,Basic,Doctor,Unemployed,M,0,Suburban,Married,65,8,50,0,1,Corporate Auto,Web,312,Four-Door Car,Medsize,False
SN49269,Oregon,7812.889738,Basic,High School or Below,Employed,M,72353,Suburban,Divorced,66,27,15,0,2,Personal Auto,Web,316.8,Two-Door Car,Small,False
RE52529,California,14024.35839,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10,55,0,2,Corporate Auto,Web,256.43803,Four-Door Car,Medsize,False
EQ68292,Arizona,5334.784887,Basic,Bachelor,Employed,M,74606,Rural,Divorced,68,2,34,0,5,Corporate Auto,Agent,109.112713,Two-Door Car,Small,False
KF88603,Oregon,9700.35416,Extended,High School or Below,Unemployed,M,0,Suburban,Single,138,23,54,0,3,Personal Auto,Branch,993.6,SUV,Medsize,False
JR62870,California,5703.288862,Basic,High School or Below,Employed,M,41438,Urban,Single,72,8,39,0,9,Personal Auto,Branch,323.836677,Two-Door Car,Medsize,False
NN40477,Arizona,4280.747008,Basic,Bachelor,Employed,F,52679,Suburban,Divorced,110,25,21,2,1,Personal Auto,Branch,528,Sports Car,Medsize,False
JP40952,Arizona,3398.052277,Basic,High School or Below,Unemployed,M,0,Suburban,Single,101,4,60,0,1,Personal Auto,Agent,1183.780098,SUV,Medsize,True
FG24548,Oregon,11044.10847,Basic,Bachelor,Employed,M,44524,Urban,Married,70,28,42,0,2,Personal Auto,Web,200.768848,Four-Door Car,Medsize,False
DZ89536,Oregon,3237.996209,Extended,Master,Employed,M,60244,Urban,Married,83,3,72,3,1,Corporate Auto,Agent,326.281835,Four-Door Car,Medsize,False
GH64274,California,25805.26839,Extended,High School or Below,Employed,M,22711,Suburban,Married,82,8,74,0,2,Personal Auto,Branch,393.6,Two-Door Car,Medsize,False
NX62002,Oregon,17497.52201,Basic,College,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Corporate Auto,Agent,350.4,Two-Door Car,Medsize,False
CV57391,Arizona,22261.0224,Basic,Bachelor,Employed,F,50398,Urban,Single,71,18,51,0,2,Personal Auto,Web,339.42418,Four-Door Car,Medsize,False
ZN36983,California,9006.598402,Extended,College,Unemployed,M,0,Suburban,Married,86,19,99,1,2,Personal Auto,Web,412.8,Four-Door Car,Medsize,True
OT40088,Oregon,9904.977027,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,1,73,0,2,Personal Auto,Web,475.2,Four-Door Car,Small,True
CD56261,California,7432.203079,Basic,High School or Below,Unemployed,F,0,Suburban,Single,102,16,34,0,5,Corporate Auto,Call Center,1037.274096,SUV,Medsize,True
OG72448,Arizona,8150.573759,Premium,Bachelor,Unemployed,M,0,Suburban,Single,114,11,20,0,3,Personal Auto,Branch,1310.46158,Four-Door Car,Small,True
IH64929,California,4956.247235,Basic,High School or Below,Employed,M,87197,Urban,Single,63,35,45,0,3,Personal Auto,Branch,247.402353,Two-Door Car,Medsize,False
FD20455,California,6537.051379,Basic,Bachelor,Unemployed,M,0,Suburban,Single,100,22,24,0,3,Personal Auto,Web,720,Sports Car,Medsize,True
ET89070,California,9448.833931,Basic,High School or Below,Employed,F,85221,Urban,Married,117,11,42,0,4,Personal Auto,Branch,516.907624,Sports Car,Medsize,False
DY87071,Arizona,7519.133631,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Agent,185.355353,Four-Door Car,Medsize,False
AX10148,California,2409.368488,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,3,97,0,1,Personal Auto,Web,316.8,Four-Door Car,Medsize,False
DB28487,California,17041.4383,Basic,High School or Below,Disabled,F,22249,Suburban,Married,64,4,88,0,2,Personal Auto,Call Center,455.191595,Four-Door Car,Medsize,False
KU92052,California,4398.047053,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,6,62,0,3,Personal Auto,Agent,382.067564,Four-Door Car,Medsize,False
FB17016,Oregon,5470.060561,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Agent,702.990032,SUV,Medsize,False
BM45823,Oregon,3173.032243,Premium,College,Unemployed,M,0,Suburban,Married,101,34,52,4,1,Personal Auto,Call Center,484.8,Four-Door Car,Small,True
NN53003,California,13258.17973,Basic,College,Medical Leave,M,20754,Suburban,Divorced,184,19,15,0,7,Personal Auto,Agent,1324.8,Luxury SUV,Medsize,False
LF94873,California,13045.37088,Premium,College,Unemployed,F,0,Suburban,Single,190,21,35,1,7,Personal Auto,Branch,1654.202174,SUV,Medsize,False
VB57504,California,2560.691306,Basic,High School or Below,Employed,M,30027,Suburban,Married,65,13,10,0,1,Personal Auto,Branch,312,Four-Door Car,Medsize,False
NT25078,Nevada,3387.77901,Extended,Bachelor,Employed,M,23156,Suburban,Married,88,9,6,2,1,Special Auto,Agent,422.4,Four-Door Car,Medsize,False
FH86704,California,6439.330195,Extended,High School or Below,Unemployed,M,0,Suburban,Single,93,7,85,0,4,Personal Auto,Agent,669.6,Four-Door Car,Medsize,False
KX32370,California,7078.948599,Extended,College,Employed,M,23222,Urban,Married,90,10,66,0,4,Corporate Auto,Branch,252.938842,Two-Door Car,Large,False
NN76284,California,2417.763236,Basic,College,Unemployed,F,0,Suburban,Married,65,16,90,0,1,Corporate Auto,Branch,468,Four-Door Car,Medsize,False
LJ43988,California,20492.7355,Premium,Master,Employed,F,27317,Suburban,Married,102,30,12,0,2,Personal Auto,Agent,489.6,Four-Door Car,Medsize,False
MM44301,California,7805.31287,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Corporate Auto,Agent,508.8,SUV,Small,False
ED63600,California,22062.54841,Extended,College,Unemployed,M,0,Suburban,Single,225,26,53,0,2,Corporate Auto,Agent,1620,Luxury Car,Medsize,True
RT37588,Arizona,11218.44173,Extended,High School or Below,Employed,F,69268,Rural,Married,93,31,20,0,2,Personal Auto,Agent,19.170855,Two-Door Car,Medsize,False
LF19061,Arizona,5427.484591,Basic,High School or Below,Employed,F,74561,Urban,Married,68,0,23,1,5,Personal Auto,Web,234.393625,Two-Door Car,Medsize,True
EW73451,Arizona,2592.437797,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Call Center,312,Four-Door Car,Small,False
UC29668,Oregon,2601.351096,Basic,Master,Unemployed,F,0,Rural,Divorced,71,4,18,0,1,Corporate Auto,Branch,17.029835,Two-Door Car,Medsize,True
ZC32761,Arizona,8433.228985,Basic,Bachelor,Employed,M,57961,Rural,Divorced,72,27,64,0,2,Personal Auto,Agent,38.513959,Two-Door Car,Large,False
FQ22639,California,2967.670797,Extended,College,Employed,M,35205,Rural,Married,76,7,11,0,1,Personal Auto,Agent,178.839506,Four-Door Car,Large,False
YZ60434,Oregon,5380.091626,Basic,Master,Unemployed,M,0,Rural,Divorced,74,19,41,0,8,Personal Auto,Web,59.026302,Four-Door Car,Medsize,True
MJ45965,Oregon,8059.893671,Basic,High School or Below,Employed,M,72309,Urban,Single,68,3,51,0,2,Personal Auto,Branch,244.727144,Four-Door Car,Medsize,False
IS95398,Nevada,8444.840217,Basic,Bachelor,Employed,F,76352,Urban,Single,109,17,9,2,4,Personal Auto,Agent,501.83778,SUV,Small,False
LZ81665,Washington,9655.442955,Basic,High School or Below,Unemployed,M,0,Suburban,Single,100,30,4,2,2,Personal Auto,Call Center,720,SUV,Medsize,False
OP43389,California,8178.235107,Basic,College,Employed,F,29057,Suburban,Married,102,22,24,0,3,Corporate Auto,Agent,489.6,SUV,Medsize,False
PI98333,Oregon,2353.179121,Basic,Bachelor,Unemployed,F,0,Suburban,Single,66,11,73,0,1,Personal Auto,Agent,501.153571,Four-Door Car,Medsize,False
YX67409,California,8058.659713,Basic,Bachelor,Employed,M,25595,Suburban,Married,101,5,86,0,9,Personal Auto,Call Center,484.8,SUV,Medsize,False
XR85926,Oregon,8012.365866,Basic,Bachelor,Employed,M,58058,Suburban,Married,67,28,49,0,2,Personal Auto,Call Center,355.198918,Four-Door Car,Medsize,False
MJ54807,Nevada,16473.16905,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Agent,508.8,SUV,Medsize,False
AX36597,Arizona,5907.151868,Extended,College,Unemployed,F,0,Suburban,Married,81,8,47,0,8,Personal Auto,Branch,390.161912,Four-Door Car,Medsize,True
IC94434,California,8257.666512,Basic,Bachelor,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Corporate Auto,Call Center,424.330166,Four-Door Car,Medsize,False
ZX56541,California,4954.292104,Basic,Bachelor,Employed,M,45329,Suburban,Married,65,13,7,3,4,Personal Auto,Call Center,312,Two-Door Car,Medsize,False
RI76571,Washington,43026.52149,Basic,Master,Employed,M,59349,Rural,Married,119,15,41,0,2,Personal Auto,Web,222.032326,SUV,Medsize,False
YL78930,Oregon,3794.964613,Premium,College,Retired,M,19794,Suburban,Married,105,1,78,0,1,Personal Auto,Call Center,504,Four-Door Car,Medsize,True
ZX17330,Arizona,2537.383207,Basic,Bachelor,Employed,M,92401,Rural,Divorced,64,30,37,0,1,Personal Auto,Agent,50.359627,Four-Door Car,Medsize,False
MK92016,Oregon,8026.04923,Basic,Bachelor,Unemployed,M,0,Suburban,Married,109,10,20,0,6,Corporate Auto,Branch,898.430079,SUV,Medsize,True
KH93541,Nevada,7786.676381,Extended,College,Employed,F,83000,Urban,Married,97,29,76,1,6,Corporate Auto,Branch,378.5566,Four-Door Car,Small,False
UG12132,Washington,5256.923177,Basic,College,Employed,F,77693,Urban,Married,65,30,15,0,7,Personal Auto,Call Center,225.045919,Four-Door Car,Medsize,False
