sPerson,product_name,probabilidad_compra,lead_scoring,tiene_producto,product_category,list_driver_names_x,list_driver_values_x,list_barrier_names_x,list_barrier_values_x,_base_values_x,product_name,ResultHistoricoCampañas,Ingresos,ComercialAsignado,IdSex,YearsSinceCampaign,Edad,UltimoContacto,_base_values_y,positive_impact_factors,negative_impact_factors
25132,Salud,0.0025901044822338,Low,0.0,Mutua,"['Ingresos', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.00035236727378120145, 0.00019913411001680278, 0.00011984004491215321]","['Edad', 'UltimoContacto', 'IdSex']","[-0.012685084885479205, -0.0060574131847668045, -6.545326354009553e-05]",0.0686508495464269,Salud,,,1.0,0,,34,32.0,0.1257867645753929,"Edad 3% (34), IdSex 1% (0), YearsSinceCampaign 1% (<NA>)","UltimoContacto -3% (32.0), Ingresos -1% ()"
25205,Salud,0.0019289406503070644,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.006148617133181759, 0.0010498460052638522, 0.0005229527894874233]","['Edad', 'UltimoContacto', 'IdSex']","[-0.02967281431468406, -0.005686221022486118, -0.0030469255102909387]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,32,28.0,0.1257867645753929,"Edad 22% (32), Ingresos 5% (20.001_50.000), UltimoContacto 1% (28.0)",IdSex -2% (1)
25278,Salud,0.0025405247716714604,Low,0.0,Mutua,"['UltimoContacto', 'Edad', 'Ingresos', 'IdSex', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.17184802370459484, 0.029524322042646243, 0.023504994106410104, 0.011054320066196048, 0.004675833473593863, 0.0011464250892742054]",[],[],0.0686508495464269,Salud,,20.001_50.000,1.0,0,,34,8.0,0.1257867645753929,"Edad 25% (34), UltimoContacto 14% (8.0), Ingresos 2% (20.001_50.000)",
25342,Salud,0.001964496119663135,Low,0.0,Mutua,"['Ingresos', 'ResultHistoricoCampañas', 'IdSex', 'YearsSinceCampaign']","[0.0015072910522990457, 0.00039113589548770306, 0.0001707130178526583, 5.411359729301311e-05]","['Edad', 'UltimoContacto']","[-0.011563350721419993, -0.010943490379257317]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,35,32.0,0.1257867645753929,"Edad 12% (35), Ingresos 1% (20.001_50.000), IdSex 1% (0)",UltimoContacto -4% (32.0)
25407,Salud,0.0017559504370087,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008600200854745393, 6.095066657424436e-05, 1.1114497668709662e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.02712598671613905, -0.0018625342935928075, -0.001033960405544489]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,77,26.0,0.1257867645753929,,"Edad -4% (77), Ingresos -1% (20.001_50.000), IdSex -1% (1)"
25428,Salud,0.0018055551621850882,Low,0.0,Mutua,"['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'Ingresos']","[0.06824070593648349, 0.0068874861332439774, 0.004340046189616338, 0.001776265552013687, 0.00022685052413663298]",['IdSex'],[-0.003725653512544758],0.0686508495464269,Salud,,,1.0,0,,53,27.0,0.1257867645753929,"UltimoContacto 4% (27.0), Edad 3% (53), YearsSinceCampaign 2% (<NA>)",
25450,Salud,0.000826710861859158,Low,0.0,Mutua,"['Edad', 'IdSex', 'Ingresos', 'YearsSinceCampaign', 'UltimoContacto', 'ResultHistoricoCampañas']","[0.027103086785241773, 0.0071873265551335545, 0.0060935877892942, 0.0024014488078267083, 0.001711847151286217, 0.0007143624526235822]",[],[],0.0686508495464269,Salud,,20.001_50.000,1.0,1,,51,20.0,0.1257867645753929,"Edad 8% (51), UltimoContacto 8% (20.0), YearsSinceCampaign 1% (<NA>)",IdSex -2% (1)
25453,Salud,0.0021780630897296487,Low,0.0,Mutua,['Ingresos'],[0.0030852566402844606],"['Edad', 'IdSex', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.022677403940414124, -0.0015695255560899848, -0.0007367524321738664, -0.00037681901801176225, -4.2701130468371604e-05]",0.0686508495464269,Salud,,50.001_100.000,1.0,1,,73,24.0,0.1257867645753929,UltimoContacto 1% (24.0),Edad -4% (73)
25458,Salud,0.0017171950423348914,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.0003725883215554601, 0.00014550521772451172]","['Edad', 'IdSex', 'UltimoContacto', 'ResultHistoricoCampañas']","[-0.027328664435140638, -0.001394281723713352, -0.0006593003641223906, -1.7047233392147872e-06]",0.0686508495464269,Salud,,,1.0,1,,81,24.0,0.1257867645753929,"UltimoContacto 2% (24.0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","Edad -10% (81), IdSex -4% (1)"
25459,Salud,0.003000154143381293,Low,0.0,Mutua,"['UltimoContacto', 'ResultHistoricoCampañas']","[0.0055197206019948295, 0.0005187276634423811]","['Edad', 'IdSex', 'Ingresos', 'YearsSinceCampaign']","[-0.01488847649803785, -0.003886259553624384, -0.0027818006203957062, -5.270345823823668e-06]",0.0686508495464269,Salud,,0_20.000,1.0,1,,68,11.0,0.1257867645753929,,"Edad -5% (68), Ingresos -2% (0_20.000), IdSex -2% (1)"
25463,Salud,0.0023329378782274398,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0027307334579151367, 0.0008145374272829667, 0.00024917563389785546]","['Edad', 'IdSex', 'UltimoContacto']","[-0.017555887412212177, -0.0020555263036025192, -0.0011067758557060199]",0.0686508495464269,Salud,,,1.0,1,,66,16.0,0.1257867645753929,Ingresos 1% (),"Edad -4% (66), UltimoContacto -4% (16.0), IdSex -2% (1)"
25464,Salud,0.0022323849451591723,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.0002324585503391889, 0.00014861457866576977]","['Edad', 'UltimoContacto', 'IdSex', 'ResultHistoricoCampañas']","[-0.02309211859598292, -0.0014481461308425076, -0.0006270035673348119, -2.9588760186989197e-06]",0.0686508495464269,Salud,,,1.0,1,,75,23.0,0.1257867645753929,"UltimoContacto 4% (23.0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","Edad -12% (75), IdSex -3% (1)"
25486,Salud,0.00265022667888552,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.00020877408888134058, 9.043183063433549e-05, 6.856988874847187e-05, 2.8129944638105956e-05]","['Edad', 'UltimoContacto']","[-0.028675166550186114, -0.004388950807550496]",0.0686508495464269,Salud,,,1.0,0,,74,32.0,0.1257867645753929,"UltimoContacto 7% (32.0), Ingresos 2% (), IdSex 1% (0)",Edad -8% (74)
25489,Salud,0.0014441717717363928,Low,0.0,Mutua,"['YearsSinceCampaign', 'ResultHistoricoCampañas', 'Ingresos']","[4.746629076358156e-05, 9.75839186668519e-06, 1.1728401546187446e-06]","['Edad', 'UltimoContacto', 'IdSex']","[-0.025097559203328453, -0.009177748142713039, -0.0005197476130322339]",0.0686508495464269,Salud,,0_20.000,1.0,1,,78,52.0,0.1257867645753929,,"Edad -11% (78), IdSex -2% (1), UltimoContacto -2% (52.0)"
25501,Salud,0.003245728898176401,Low,0.0,Mutua,"['UltimoContacto', 'YearsSinceCampaign']","[0.002406304473870077, 4.568826704282726e-05]","['Edad', 'IdSex', 'Ingresos', 'ResultHistoricoCampañas']","[-0.02308599860592462, -0.0015149266836017362, -0.00013342981785360107, -6.2100086721074656e-06]",0.0686508495464269,Salud,,,1.0,1,,73,12.0,0.1257867645753929,UltimoContacto 1% (12.0),Edad -2% (73)
25506,Salud,0.0021606236913940683,Low,0.0,Mutua,"['Ingresos', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.0026899155376212897, 0.0005943549281379078, 1.8488103215868408e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.015623326116908231, -0.007601249756107221, -0.0017694273791553589]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,68,33.0,0.1257867645753929,,Edad -2% (68)
25522,Salud,0.002681405373630675,Low,0.0,Mutua,"['UltimoContacto', 'IdSex', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.0021491534048477183, 7.956897115237786e-05, 3.3846165661007204e-05, 1.5372289919784182e-05]","['Edad', 'Ingresos']","[-0.035816153885923144, -0.000898028124059486]",0.0686508495464269,Salud,,,1.0,0,,84,4.0,0.1257867645753929,,"Edad -2% (84), UltimoContacto -1% (4.0)"
25561,Salud,0.0025531872861575284,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0006398955233025313, 0.00030314278157394923, 1.8792860278176165e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.054927909145219986, -0.0011507218838038844, -0.00044993964928705094]",0.0686508495464269,Salud,,,1.0,1,,79,21.0,0.1257867645753929,"UltimoContacto 4% (21.0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","Edad -12% (79), IdSex -3% (1)"
25577,Salud,0.09146445891354,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.0017494833048841392, 0.0004468720468629133, 5.808836254717557e-05, 5.007988772372453e-05, 2.8621992675845613e-05]",['Edad'],[-0.028863823091208083],0.0686508495464269,Salud,,,1.0,0,,82,,0.1257867645753929,"IdSex 2% (0), YearsSinceCampaign 1% (<NA>), Ingresos 1% ()","Edad -6% (82), UltimoContacto -3% ()"
25581,Salud,0.0021788957544789855,Low,0.0,Mutua,['Ingresos'],[0.0011380782416584745],"['Edad', 'ResultHistoricoCampañas', 'UltimoContacto', 'YearsSinceCampaign', 'IdSex']","[-0.02392070721517554, -0.003434913634592378, -0.0033779475045729434, -0.0014565903829699702, -0.0005145328683285752]",0.0686508495464269,Salud,Pendent companyia,50.001_100.000,1.0,1,0,79,33.0,0.1257867645753929,UltimoContacto 1% (33.0),Edad -4% (79)
25582,Salud,0.004130329264783271,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.00018696474955571637, 5.9860554616737694e-05, 3.8682095024143115e-05, 2.8124152809379117e-05]","['Edad', 'UltimoContacto']","[-0.026428704690908623, -0.006906217849330844]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,74,32.0,0.1257867645753929,"IdSex 1% (0), UltimoContacto 1% (32.0)","Edad -6% (74), Ingresos -1% (20.001_50.000)"
25589,Salud,0.0022933515331037004,Low,0.0,Mutua,['UltimoContacto'],[0.002385448204263329],"['Edad', 'YearsSinceCampaign', 'IdSex', 'Ingresos', 'ResultHistoricoCampañas']","[-0.03484316122790774, -0.0014656857370810453, -0.0011274497476414752, -0.0009350884437075902, -0.00021411141704013044]",0.0686508495464269,Salud,Resolt,,1.0,1,0,78,4.0,0.1257867645753929,,"Edad -3% (78), ResultHistoricoCRM -1% (Resolt)"
25591,Salud,0.01946581540479,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008550354759150526, 0.0005818563654363131, 0.00012129449945002673, 1.4100734580832415e-05]","['Edad', 'IdSex']","[-0.02744712432565743, -5.9617350389708244e-05]",0.0686508495464269,Salud,,,1.0,0,,79,5.0,0.1257867645753929,,"Edad -5% (79), UltimoContacto -5% (5.0)"
25602,Salud,0.0016118653940271979,Low,0.0,Mutua,"['ResultHistoricoCampañas', 'YearsSinceCampaign']","[1.5705025509848943e-05, 1.3387336479939991e-05]","['UltimoContacto', 'Edad', 'IdSex', 'Ingresos']","[-0.006472107115831723, -0.005987262872582363, -0.0012069785415453147, -0.00018831857104510596]",0.0686508495464269,Salud,,0_20.000,1.0,1,,64,32.0,0.1257867645753929,UltimoContacto 2% (32.0),"Edad -5% (64), IdSex -2% (1)"
25608,Salud,0.002159669773616044,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0005230295067101973, 6.42863757890752e-05, 2.9961273319048085e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04913602654181643, -0.009414109235474092, -0.0013408266680060752]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,76,33.0,0.1257867645753929,,Edad -3% (76)
25609,Salud,0.002201189733193433,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'IdSex']","[0.0008061962226916293, 3.816103259173672e-05, 3.5814106107991594e-05, 2.8885119321671527e-05]","['Edad', 'UltimoContacto']","[-0.033053847904998185, -0.002486082467160039]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,79,39.0,0.1257867645753929,,Edad -4% (79)
25618,Salud,0.0027661295522324286,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0005122503017375392, 5.4346158273637534e-05, 5.0408943512082356e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.009559483588880478, -0.004328392007657142, -0.00020124231114742995]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,69,33.0,0.1257867645753929,,"Edad -2% (69), UltimoContacto -1% (33.0), IdSex -1% (1)"
25622,Salud,0.00168721712989747,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0006283986061388487, 0.00028206114084164933, 1.0339120640401537e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.046379408565233815, -0.004203738593070479, -0.00032375681595620307]",0.0686508495464269,Salud,,,1.0,1,,71,34.0,0.1257867645753929,"UltimoContacto 4% (34.0), Ingresos 1% ()","Edad -8% (71), IdSex -4% (1)"
25630,Salud,0.004361648815004496,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0010796893189037526, 6.0315444885378314e-05]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.04613621445823928, -0.004302594961231187, -0.00047021768516242136, -5.633887342696098e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,77,33.0,0.1257867645753929,,"Edad -4% (77), IdSex -1% (1), UltimoContacto -1% (33.0)"
25632,Salud,0.001846668871460834,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0035149529337420724, 0.0005869076548244696, 0.0002560436950483691]","['Edad', 'UltimoContacto', 'IdSex']","[-0.026824056824486475, -0.009948319670483737, -0.0003762715551916847]",0.0686508495464269,Salud,,,1.0,0,,68,32.0,0.1257867645753929,"UltimoContacto 6% (32.0), IdSex 2% (0), Ingresos 1% ()",Edad -3% (68)
25647,Salud,0.0019246711971437605,Low,0.0,Mutua,"['ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.0006270925888720731, 0.0001660329584228727]","['Edad', 'UltimoContacto', 'IdSex', 'Ingresos']","[-0.03848212575031733, -0.01392038701195217, -0.0035123689122618876, -0.0013605441330009488]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,68,32.0,0.1257867645753929,,"Edad -4% (68), Ingresos -2% (20.001_50.000), IdSex -1% (1)"
25648,Salud,0.12681311026083,Low,0.0,Mutua,"['UltimoContacto', 'YearsSinceCampaign', 'Ingresos', 'ResultHistoricoCampañas']","[0.004769213649749311, 0.0001262336174128717, 0.00010852262317335485, 1.4910339011928808e-05]","['Edad', 'IdSex']","[-0.024622589552715093, -5.717227992219709e-05]",0.0686508495464269,Salud,,,1.0,0,,72,8.0,0.1257867645753929,Ingresos 1% (),"Edad -4% (72), UltimoContacto -3% (8.0)"
25686,Salud,0.0179614910777,Low,0.0,Mutua,"['YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.0019419123339716171, 0.0018790897779393948, 0.00021328681408892364]","['Ingresos', 'Edad', 'UltimoContacto']","[-0.03307519878692752, -0.011670296088149637, -0.006307024694044872]",0.0686508495464269,Salud,,100.001_200.000,1.0,0,,66,14.0,0.1257867645753929,"Ingresos 1% (100.001_200.000), IdSex 1% (0)","Edad -2% (66), UltimoContacto -1% (14.0)"
25716,Salud,0.002227592827312712,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.00019319173752395892, 0.00010904221924137769]","['Edad', 'UltimoContacto', 'IdSex', 'ResultHistoricoCampañas']","[-0.02147053323083229, -0.0029805767662360104, -0.0005300235400881824, -6.079067685930571e-06]",0.0686508495464269,Salud,,,1.0,1,,72,30.0,0.1257867645753929,"UltimoContacto 4% (30.0), Ingresos 1% ()","Edad -6% (72), IdSex -3% (1)"
25740,Salud,0.00326447745555185,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.001071484170489405, 0.00014798413965876064]","['Edad', 'UltimoContacto', 'IdSex', 'ResultHistoricoCampañas']","[-0.025394859460587695, -0.0035059797547801, -0.001397950045710906, -1.779876193273122e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,75,30.0,0.1257867645753929,,"Edad -5% (75), IdSex -3% (1), Ingresos -2% (20.001_50.000)"
25747,Salud,0.002769940289048225,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0010823525367439682, 6.0112558701275466e-05, 1.9653490401945397e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.02623745927267805, -0.005389097851933984, -0.001171481152544508]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,73,30.0,0.1257867645753929,,"Edad -5% (73), IdSex -3% (1), Ingresos -1% (20.001_50.000)"
25756,Salud,0.0023781703533271446,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.0005896633799381593, 0.00011006799770036052]","['Edad', 'UltimoContacto', 'IdSex', 'ResultHistoricoCampañas']","[-0.021344891362753412, -0.0034159237766526913, -0.0004895052984318293, -1.150947025430011e-05]",0.0686508495464269,Salud,,,1.0,1,,72,30.0,0.1257867645753929,"UltimoContacto 5% (30.0), Ingresos 1% ()","Edad -6% (72), IdSex -2% (1)"
25759,Salud,0.0015793327027599376,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0016262252963036188, 6.1559541545989e-05, 1.944792248653621e-05, 1.714577280955146e-05]","['Edad', 'UltimoContacto']","[-0.008413027975881502, -0.003608054778192675]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,65,29.0,0.1257867645753929,,"Edad -1% (65), Ingresos -1% (20.001_50.000)"
25790,Salud,0.002773008934078397,Low,0.0,Mutua,['Ingresos'],[0.0022588415119927643],"['Edad', 'UltimoContacto', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.01960274316946659, -0.003571866824735677, -0.0005648695451051569, -0.0003620622915010696, -3.6108103040356386e-05]",0.0686508495464269,Salud,,50.001_100.000,1.0,1,,73,32.0,0.1257867645753929,,"Edad -2% (73), IdSex -2% (1), Ingresos -2% (50.001_100.000)"
25793,Salud,0.0037937665722150853,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0005060458264175619, 7.589386326979228e-05, 4.415624868351241e-06]","['Edad', 'UltimoContacto', 'IdSex']","[-0.024777723602705012, -0.0035418943012891545, -0.0017272959956119984]",0.0686508495464269,Salud,,,1.0,1,,91,29.0,0.1257867645753929,,"Edad -12% (91), IdSex -2% (1), UltimoContacto -1% (29.0)"
25798,Salud,0.0022744587108796894,Low,0.0,Mutua,['Ingresos'],[0.00016510296362637976],"['Edad', 'ResultHistoricoCampañas', 'UltimoContacto', 'YearsSinceCampaign', 'IdSex']","[-0.02401556253063284, -0.0034992757126816767, -0.0028988863128331845, -0.0012445505061710333, -0.000580631538955853]",0.0686508495464269,Salud,Pendent companyia,,1.0,1,1,79,29.0,0.1257867645753929,UltimoContacto 7% (29.0),"Edad -14% (79), YearsSinceCampaign -3% (1), ResultHistoricoCRM -3% (Pendent companyia)"
25811,Salud,0.06290865565779,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008686061206493778, 8.88605956128143e-05, 6.352149597159152e-05, 2.110355586407693e-05]","['Edad', 'IdSex']","[-0.026170513721206504, -0.0021448587999601336]",0.0686508495464269,Salud,,,1.0,1,,81,,0.1257867645753929,"Ingresos 1% (), YearsSinceCampaign 1% (<NA>), ResultHistoricoCRM 1% ()","Edad -7% (81), IdSex -4% (1), UltimoContacto -4% ()"
25826,Salud,0.002617718438623619,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.00042551834341613597, 0.0001130807044862488, 8.596612047807677e-05, 3.834428024757169e-05]","['Edad', 'UltimoContacto']","[-0.05006466731197696, -0.008149295999288991]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,76,29.0,0.1257867645753929,"UltimoContacto 4% (29.0), IdSex 2% (0)",Edad -11% (76)
25831,Salud,0.001653163620426417,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008363475114246963, 0.00028239487966757646, 2.3916329340136894e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.044662423827882825, -0.0037059361225009694, -0.00021022449399692666]",0.0686508495464269,Salud,,,1.0,0,,70,29.0,0.1257867645753929,"UltimoContacto 8% (29.0), IdSex 2% (0), Ingresos 1% ()",Edad -8% (70)
25841,Salud,0.002681405373630675,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos']","[0.0019341830227073806, 0.0017509409561506028]","['Edad', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[-0.027388507297790604, -0.00021680136087531138, -0.00011510845830512925, -3.804397308087076e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,78,4.0,0.1257867645753929,,Edad -3% (78)
25859,Salud,0.002433529170793805,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0010007318170254767, 0.00023971102390503058]","['Edad', 'YearsSinceCampaign', 'UltimoContacto', 'ResultHistoricoCampañas']","[-0.005705801994856794, -0.003850207709650616, -0.003599983722720789, -1.4073874471360614e-05]",0.0686508495464269,Salud,No Interessa,20.001_50.000,1.0,0,0,65,29.0,0.1257867645753929,"IdSex 1% (0), UltimoContacto 1% (29.0)","ResultHistoricoCRM -5% (No Interessa), Edad -4% (65), YearsSinceCampaign -1% (0)"
25873,Salud,0.002012927180848153,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.016377036201305966, 0.004436875440487965, 0.0026825120461418843, 0.0012750796459053751, 0.00027623215720388983]",['Edad'],[-0.006336333450035525],0.0686508495464269,Salud,,,1.0,1,,63,20.0,0.1257867645753929,"UltimoContacto 7% (20.0), Ingresos 1% ()","Edad -6% (63), IdSex -3% (1)"
25892,Salud,0.004321829430070842,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.004170106127330051, 0.00018963163370060677, 6.806116520669472e-05, 7.5087560212496964e-06]","['Edad', 'IdSex']","[-0.028303981075344466, -0.0017264488767592986]",0.0686508495464269,Salud,,,1.0,1,,81,8.0,0.1257867645753929,,"Edad -8% (81), IdSex -2% (1), UltimoContacto -1% (8.0)"
25902,Salud,0.001610081663711398,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.0009869824458124074, 0.00010142180797409257]","['Edad', 'UltimoContacto', 'IdSex', 'ResultHistoricoCampañas']","[-0.027916102549127873, -0.0011175099807378733, -0.0005684068684969759, -3.4943530972973466e-06]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,77,28.0,0.1257867645753929,,"Edad -6% (77), IdSex -2% (1), Ingresos -2% (20.001_50.000)"
25903,Salud,0.002617718438623619,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0010363360460612266, 0.00018453100352030654, 6.653754661933202e-05, 4.0274001273118134e-05]","['Edad', 'UltimoContacto']","[-0.03204080582888176, -0.0026407213649686017]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,72,28.0,0.1257867645753929,"IdSex 1% (0), UltimoContacto 1% (28.0), YearsSinceCampaign 1% (<NA>)","Edad -8% (72), Ingresos -1% (20.001_50.000)"
25921,Salud,0.0076872297241182535,Low,0.0,Mutua,"['UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0028236167868307322, 9.494327314783827e-05, 6.048006041679586e-06]","['Edad', 'IdSex', 'Ingresos']","[-0.026904587839476343, -0.001569815701274912, -0.0007720118357569802]",0.0686508495464269,Salud,,,1.0,1,,78,4.0,0.1257867645753929,,"Edad -6% (78), UltimoContacto -4% (4.0), IdSex -2% (1)"
25942,Salud,0.002604234687444746,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0037007001271094344, 8.480771903017796e-06]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.02264195856615376, -0.0008144694128503882, -0.0004323580122870674, -3.288548517419397e-05]",0.0686508495464269,Salud,,50.001_100.000,1.0,0,,72,40.0,0.1257867645753929,UltimoContacto 1% (40.0),"Edad -3% (72), Ingresos -1% (50.001_100.000)"
25951,Salud,0.0016118653940271979,Low,0.0,Mutua,"['Ingresos', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.002278478398814597, 0.0006072105259473363, 0.00010422945861084484]","['Edad', 'UltimoContacto', 'IdSex']","[-0.012822011853218698, -0.0019331157283048353, -0.001795399637773536]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,68,27.0,0.1257867645753929,,"Edad -3% (68), Ingresos -2% (20.001_50.000), IdSex -2% (1)"
25961,Salud,0.0017262101146774795,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0007616488161843005, 0.0001134864435971608, 9.056867223972145e-06]","['Edad', 'UltimoContacto', 'IdSex']","[-0.028019399991621743, -0.0024168281585347155, -0.00011349175795207464]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,77,31.0,0.1257867645753929,"UltimoContacto 3% (31.0), IdSex 2% (0)","Edad -13% (77), Ingresos -2% (20.001_50.000)"
26019,Salud,0.001834491577274542,Low,0.0,Mutua,"['Ingresos', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008181525338923377, 0.0002522928185427053, 0.00015661588477653576, 5.632874868093284e-05]","['Edad', 'IdSex']","[-0.009490427760242389, -0.0004282089861970125]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,69,26.0,0.1257867645753929,UltimoContacto 1% (26.0),"Edad -3% (69), Ingresos -2% (20.001_50.000), IdSex -2% (1)"
26027,Salud,0.005833711719644333,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'UltimoContacto']","[0.00018583656974620954, 0.00010971469335751397, 7.003500484652889e-05]","['Edad', 'IdSex', 'ResultHistoricoCampañas']","[-0.005662258574379844, -0.0004885915235794953, -3.405781421754703e-05]",0.0686508495464269,Salud,,,1.0,1,,65,26.0,0.1257867645753929,"UltimoContacto 2% (26.0), Ingresos 1% ()","Edad -4% (65), IdSex -1% (1)"
26029,Salud,0.0018198001526630622,Low,0.0,Mutua,"['UltimoContacto', 'ResultHistoricoCampañas']","[0.005711465799676238, 3.503016420046014e-05]","['Edad', 'IdSex', 'Ingresos', 'YearsSinceCampaign']","[-0.03286148536064497, -0.002644931927471815, -8.54065990115018e-05, -1.6093924735521406e-05]",0.0686508495464269,Salud,,0_20.000,1.0,1,,73,1.0,0.1257867645753929,,"UltimoContacto -5% (1.0), Edad -4% (73), IdSex -1% (1)"
